Material,SKU,CountryCode,Currency,cif_jan,cif_feb,cif_mar,cif_apr,cif_may,cif_jun,cif_jul,cif_aug,cif_sep,cif_oct,cif_nov,cif_dec,tnd_jan,tnd_feb,tnd_mar,tnd_apr,tnd_may,tnd_jun,tnd_jul,tnd_aug,tnd_sep,tnd_oct,tnd_nov,tnd_dec,Discounts,focs,Total Discounts,month,year,createdDate,ModifiedDate
418621,Trevicta 525mg (150mg eq.) ,QA,USD,"1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37",0.00%,8.25%,8.25%,10,2019,,
377907,DACOGEN IV 1X50MG VIAL,QA,USD,"1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00","1,333.00",0.00%,8.25%,8.25%,10,2019,,
387692,CONCERTA 27MG 30 OR.TABL. BOTT GURA A SE,QA,USD,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,53.46,0.00%,8.25%,8.25%,10,2019,,
387694,CONCERTA 54MG 30 OR.TABL.,QA,USD,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,0.00%,8.25%,8.25%,10,2019,,
412117,Fentanyl 0.05 mg/ml Inj. 2ml x 50 amps,QA,USD,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,0.00%,8.25%,8.25%,10,2019,,
412129,Haldol Amp. 5mg/ml,QA,USD,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,0.00%,8.25%,8.25%,10,2019,,
412132,Haldol Deconoas Inj. 100mg/ml,QA,USD,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.00%,8.25%,8.25%,10,2019,,
96044,Orap Forte Tab. 4mg,QA,USD,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,0.00%,8.25%,8.25%,10,2019,,
378353,PEVARYL 10MG/G 1X30ML PUMP.SPR LUSO INTL,QA,USD,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.00%,8.25%,8.25%,10,2019,,
414549,SIRTURO 100MG 188 Tablets,QA,USD,"23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00",0.00%,8.25%,8.25%,10,2019,,
,Guselkumab,QA,USD,"3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60","2,847.60",0.00%,8.25%,8.25%,10,2019,,
,Stelara 130mg,QA,USD,"3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62",0.00%,8.25%,8.25%,10,2019,,
,Apalutamide,QA,USD,"2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00",0.00%,8.25%,8.25%,10,2019,,
,Tracleer 62.5mg,QA,USD,"1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00",0.00%,8.25%,8.25%,10,2019,,
,Tracleer 125mg,QA,USD,"1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00","1,843.00",0.00%,8.25%,8.25%,10,2019,,
,Uptravi,QA,USD,"5,150.00","3,836.00","3,836.00","3,836.00","5,150.00","3,836.00","3,836.00","3,836.00","5,150.00","3,836.00","3,836.00","3,836.00","5,150.00","4,106.00","4,106.00","4,106.00","5,150.00","4,106.00","4,106.00","4,106.00","5,150.00","4,106.00","4,106.00","4,106.00",0.00%,8.25%,8.25%,10,2019,,
,Opsumit 10mg,QA,USD,"4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","4,250.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00","2,875.00",0.00%,8.25%,8.25%,10,2019,,
,Zavesca 84 cap 100mg ,QA,USD,"6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00",0.00%,8.25%,8.25%,10,2019,,
,Symtuza,QA,USD,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,0.00%,8.25%,8.25%,10,2019,,
,Haldol 10mg 20 Tab,QA,USD,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,0.00%,8.25%,8.25%,10,2019,,
,HALDOL 5MG 1000 TABL. QUELUZ ST.EXP.,QA,USD,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 140mg,QA,USD,"1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 280mg,QA,USD,"3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 420mg,QA,USD,"5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 560mg,QA,USD,"7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90",0.00%,8.25%,8.25%,10,2019,,
,Spravato 2x28mg,QA,USD,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,0.00%,8.25%,8.25%,10,2019,,
,Spravato 3x28mg,QA,USD,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,0.00%,8.25%,8.25%,10,2019,,
416941,Imbruvica 140mg Capsule ,SA,USD,"8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48",0.00%,8.25%,8.25%,10,2019,,
90710,Risperdal 1 mg/ml Oral Solution,SA,USD,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,24,24,24,24,24,24,24,24,24,24,24,24,0.00%,8.25%,8.25%,10,2019,,
376635,Risperdal Consta 25 mg Inj.  ,SA,USD,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,0.00%,8.25%,8.25%,10,2019,,
376661,Risperdal Consta 37.5 mg Inj. ,SA,USD,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,0.00%,8.25%,8.25%,10,2019,,
387758,Invega Sustenna 50 mg/ 0.5 ml ,SA,USD,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,0.00%,8.25%,8.25%,10,2019,,
387759,Invega Sustenna 75 mg/ 0.75 ml ,SA,USD,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,0.00%,8.25%,8.25%,10,2019,,
387760,Invega Sustenna 100 mg/ 1 ml ,SA,USD,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,0.00%,8.25%,8.25%,10,2019,,
387761,Invega Sustenna 150 mg/ 1.5 ml ,SA,USD,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,0.00%,8.25%,8.25%,10,2019,,
376688,Risperdal Consta 50 mg Inj.  ,SA,USD,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 21tab,SA,USD,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,0.00%,8.25%,8.25%,10,2019,,
412675,Simponi 50 mg/ 0.5 ml Injection (PFP),SA,USD,"1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57",666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,0.00%,8.25%,8.25%,10,2019,,
377568,Concerta 18mg  Extended Release Tab.,SA,USD,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,0.00%,8.25%,8.25%,10,2019,,
377567,Concerta 36mg Extended Release Tab.,SA,USD,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,0.00%,8.25%,8.25%,10,2019,,
27467,Daktacort Cream                 ,SA,USD,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,0.00%,8.25%,8.25%,10,2019,,
27463,Daktarin cream 2% 30g,SA,USD,4.15,4.15,1.65,1.65,4.15,4.15,1.65,1.65,4.15,4.15,1.65,1.65,4.15,4.15,1.65,1.65,4.15,4.15,1.65,1.65,4.15,4.15,1.65,1.65,0.00%,8.25%,8.25%,10,2019,,
32230,Daktarin Oral gel 2%,SA,USD,3.43,3.43,2.7,2.7,3.43,3.43,2.7,2.7,3.43,3.43,2.7,2.7,2.96,2.96,2.7,2.7,2.96,2.96,2.7,2.7,2.96,2.96,2.7,2.7,0.00%,8.25%,8.25%,10,2019,,
27465,Daktarin powder 2%,SA,USD,2.92,2.92,1.95,1.95,2.92,2.92,1.95,1.95,2.92,2.92,1.95,1.95,2.92,2.92,1.95,1.95,2.92,2.92,1.95,1.95,2.92,2.92,1.95,1.95,0.00%,8.25%,8.25%,10,2019,,
37226,Daktarin 2% Tincture,SA,USD,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,0.00%,8.25%,8.25%,10,2019,,
0,Daktarin Lotion 2% ,SA,USD,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,0.00%,8.25%,8.25%,10,2019,,
0,Doribax 500 mg Injection ,SA,USD,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,0.00%,8.25%,8.25%,10,2019,,
387398,Durogesic Transdermal Patches 12 mcg/h,SA,USD,17.62,3.88,3.88,3.88,17.62,3.88,3.88,3.88,17.62,3.88,3.88,3.88,17.62,3.88,3.88,3.88,17.62,3.88,3.88,3.88,17.62,3.88,3.88,3.88,0.00%,8.25%,8.25%,10,2019,,
387399,Durogesic Transdermal Patches 25 mcg/h,SA,USD,31.12,6.94,6.94,6.94,31.12,6.94,6.94,6.94,31.12,6.94,6.94,6.94,31.12,6.94,6.94,6.94,31.12,6.94,6.94,6.94,31.12,6.94,6.94,6.94,0.00%,8.25%,8.25%,10,2019,,
387400,Durogesic Transdermal Patches 50 mcg/h,SA,USD,54.66,12.76,12.76,12.76,54.66,12.76,12.76,12.76,54.66,12.76,12.76,12.76,54.66,12.76,12.76,12.76,54.66,12.76,12.76,12.76,54.66,12.76,12.76,12.76,0.00%,8.25%,8.25%,10,2019,,
387401,Durogesic Transdermal Patches 75 mcg/h,SA,USD,80.1,17.51,17.51,17.51,80.1,17.51,17.51,17.51,80.1,17.51,17.51,17.51,80.1,17.51,17.51,17.51,80.1,17.51,17.51,17.51,80.1,17.51,17.51,17.51,0.00%,8.25%,8.25%,10,2019,,
387397,Durogesic Transdermal Patches 100 mcg/h,SA,USD,98.73,21.69,21.69,21.69,98.73,21.69,21.69,21.69,98.73,21.69,21.69,21.69,98.73,21.69,21.69,21.69,98.73,21.69,21.69,21.69,98.73,21.69,21.69,21.69,0.00%,8.25%,8.25%,10,2019,,
378385,"Eprex 1,000 U Pre-Filled Syringes ",SA,USD,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,0.00%,8.25%,8.25%,10,2019,,
378386,"Eprex 2,000 U Pre-Filled Syringes ",SA,USD,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,42,42,42,42,42,42,42,42,42,42,42,42,0.00%,8.25%,8.25%,10,2019,,
414066,"Eprex 3,000 U Pre-Filled Syringes ",SA,USD,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,89.52,0.00%,8.25%,8.25%,10,2019,,
378387,"Eprex 4,000 U Pre-Filled Syringes ",SA,USD,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,0.00%,8.25%,8.25%,10,2019,,
378388,"Eprex 10,000 U Pre-Filled Syringes ",SA,USD,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,0.00%,8.25%,8.25%,10,2019,,
378389,"Eprex 40,000 U Pre-Filled Syringe ",SA,USD,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,0.00%,8.25%,8.25%,10,2019,,
191330,Eprex New Stabilizer 4000 IU/ml Vial,SA,USD,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,0.00%,8.25%,8.25%,10,2019,,
378389,"Eprex 40,000 IU/ml Vial",SA,USD,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,198.93,0.00%,8.25%,8.25%,10,2019,,
377735,Evra Transdermal Patches,SA,USD,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,0.00%,8.25%,8.25%,10,2019,,
0,Fentanyl 0.05 mg/ml Inj. 2ml x 5 amps,SA,USD,2.05,0.8,0.8,0.8,2.05,0.8,0.8,0.8,2.05,0.8,0.8,0.8,2.05,0.8,0.8,0.8,2.05,0.8,0.8,0.8,2.05,0.8,0.8,0.8,0.00%,8.25%,8.25%,10,2019,,
412117,Fentanyl 0.05 mg/ml Inj. 2ml x 50 amps,SA,USD,19.76,8.02,8.02,8.02,19.76,8.02,8.02,8.02,19.76,8.02,8.02,8.02,19.73,8.02,8.02,8.02,19.73,8.02,8.02,8.02,19.73,8.02,8.02,8.02,0.00%,8.25%,8.25%,10,2019,,
0,Fentanyl 0.05 mg/ml Inj. 10ml x 5 amps,SA,USD,9.59,1.97,1.97,1.97,9.59,1.97,1.97,1.97,9.59,1.97,1.97,1.97,9.59,1.97,1.97,1.97,9.59,1.97,1.97,1.97,9.59,1.97,1.97,1.97,0.00%,8.25%,8.25%,10,2019,,
412115,Fentanyl 0.05 mg/ml Inj. 10ml x 50 amps,SA,USD,40.53,31.63,31.63,31.63,40.53,31.63,31.63,31.63,40.53,31.63,31.63,31.63,40.53,31.63,31.63,31.63,40.53,31.63,31.63,31.63,40.53,31.63,31.63,31.63,0.00%,8.25%,8.25%,10,2019,,
32388,Gyno-Daktarin V. Cream ,SA,USD,6.31,5.46,5.46,5.46,6.31,5.46,5.46,5.46,6.31,5.46,5.46,5.46,6.31,5.46,5.46,5.46,6.31,5.46,5.46,5.46,6.31,5.46,5.46,5.46,0.00%,8.25%,8.25%,10,2019,,
37228,Gyno Daktarin 400 mg V. Capsules,SA,USD,3.94,3.47,3.47,3.47,3.94,3.47,3.47,3.47,3.94,3.47,3.47,3.47,3.94,3.47,3.47,3.47,3.94,3.47,3.47,3.47,3.94,3.47,3.47,3.47,0.00%,8.25%,8.25%,10,2019,,
72223,Gyno Daktarin 1200 mg V. Capsule,SA,USD,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,0.00%,8.25%,8.25%,10,2019,,
0,Gyno-Pevaryl-50 Vag. Supp. 50mg,SA,USD,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,0.00%,8.25%,8.25%,10,2019,,
191386,Gyno Pevaryl 150 mg V. Suppositories,SA,USD,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,0.00%,8.25%,8.25%,10,2019,,
412129,Haldol Amp. 5mg/ml,SA,USD,4.47,1.05,1.05,1.05,4.47,1.05,1.05,1.05,4.47,1.05,1.05,1.05,4.47,1.05,1.05,1.05,4.47,1.05,1.05,1.05,4.47,1.05,1.05,1.05,0.00%,8.25%,8.25%,10,2019,,
412130,Haldol Decanoas Inj. 50mg/ml,SA,USD,4.22,1.72,1.72,1.72,4.22,1.72,1.72,1.72,4.22,1.72,1.72,1.72,4.22,1.72,1.72,1.72,4.22,1.72,1.72,1.72,4.22,1.72,1.72,1.72,0.00%,8.25%,8.25%,10,2019,,
412132,Haldol Deconoas Inj. 100mg/ml,SA,USD,7.99,4.54,4.54,4.54,7.99,4.54,4.54,4.54,7.99,4.54,4.54,4.54,7.99,4.54,4.54,4.54,7.99,4.54,4.54,4.54,7.99,4.54,4.54,4.54,0.00%,8.25%,8.25%,10,2019,,
33027,Haldol Oral Drops 2mg/ml,SA,USD,2.21,0.68,0.68,0.68,2.21,0.68,0.68,0.68,2.21,0.68,0.68,0.68,2.21,0.68,0.68,0.68,2.21,0.68,0.68,0.68,2.21,0.68,0.68,0.68,0.00%,8.25%,8.25%,10,2019,,
52049,Haldol 5mg tab,SA,USD,3.82,1.25,1.25,1.25,3.82,1.25,1.25,1.25,3.82,1.25,1.25,1.25,3.82,1.25,1.25,1.25,3.82,1.25,1.25,1.25,3.82,1.25,1.25,1.25,0.00%,8.25%,8.25%,10,2019,,
0,Imodium cap 2mg,SA,USD,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.00%,8.25%,8.25%,10,2019,,
378218,Intelence 100 mg Tab.,SA,USD,491.87,491.87,341.98,341.98,491.87,491.87,341.98,341.98,491.87,491.87,341.98,341.98,491.87,491.87,341.98,341.98,491.87,491.87,341.98,341.98,491.87,491.87,341.98,341.98,0.00%,8.25%,8.25%,10,2019,,
0,Incivo 375 mg Film-Coated Tabs.,SA,USD,"2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51",0.00%,8.25%,8.25%,10,2019,,
0,Livostin eye drops 0.5mg/ml,SA,USD,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,0.00%,8.25%,8.25%,10,2019,,
0,Livostin nasal spray 0.5mg/ml,SA,USD,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.00%,8.25%,8.25%,10,2019,,
0,Motilium supp. 10 mg for Infant,SA,USD,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,0.00%,8.25%,8.25%,10,2019,,
0,Motilium supp. 30 mg for Child.,SA,USD,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,0.00%,8.25%,8.25%,10,2019,,
0,Motilium supp. 60 mg for Adult,SA,USD,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.00%,8.25%,8.25%,10,2019,,
27480,Motilium 1 mg/ml Oral Suspension 200ml,SA,USD,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,0.00%,8.25%,8.25%,10,2019,,
27478,Motilium 10 mg Tab. 30s,SA,USD,3.3,3.3,1.38,1.38,3.3,3.3,1.38,1.38,3.3,3.3,1.38,1.38,2.66,2.66,1.38,1.38,2.66,2.66,1.38,1.38,2.66,2.66,1.38,1.38,0.00%,8.25%,8.25%,10,2019,,
60202,Nizoral Cream 2 %,SA,USD,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.00%,8.25%,8.25%,10,2019,,
0,Nizoral shampoo 2%,SA,USD,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,0.00%,8.25%,8.25%,10,2019,,
416303,Olysio 150 mg capsules,SA,USD,"2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06",444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,0.00%,8.25%,8.25%,10,2019,,
0,Orap Forte Tab. 4mg,SA,USD,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,0.00%,8.25%,8.25%,10,2019,,
377358,Pariet 10 mg Tab. 14s,SA,USD,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
